episode,avg_qoe_per_user_slot,stall_ratio,stall_events_per_user_slot,scheduled_ratio,service_rate,chunks_per_user_slot,quality_utility_per_chunk,degradation_per_chunk,avg_quality_level_per_chunk,switch_user_slot_rate,avg_playback_queue,large_Q_exceed_rate,max_playback_queue,policy_loss,value_loss,entropy,approx_kl,clipfrac,grad_norm,explained_variance_preupdate,elapsed_sec
0,0.8188208333333346,0.020416666666666666,0.005833333333333334,0.7041666666666667,0.45208333333333334,1.2575,0.7570145791915184,0.24298542080848257,2.3313452617627566,0.3329166666666667,43.428333333333335,0.09458333333333334,151.0,0.0015018640784546732,553.1893821716309,6.8674027681350704,0.0007672627456486225,0.0,32.05949339866638,0.000689387321472168,1.4615719318389893
1,0.8919305555555564,0.007916666666666667,0.005416666666666667,0.7,0.4791666666666667,1.32375,0.7611898016997167,0.23881019830028327,2.356940509915014,0.35375,47.009166666666665,0.08083333333333333,149.0,0.00558647233992815,640.6677047729493,6.946659576892853,0.00029062544635962697,0.0,50.67442770004273,0.0023550987243652344,2.856814384460449
2,0.9076625000000004,0.00875,0.002916666666666667,0.7083333333333334,0.4766666666666667,1.32375,0.7741233868429338,0.22587661315706653,2.4422411079634876,0.3625,52.53375,0.11291666666666667,175.0,-0.008825065870769321,638.3757125854493,7.093772375583649,0.00034792971273418517,0.0,74.25169954299926,0.0016213059425354004,4.05920147895813
3,0.9919291666666671,0.005,0.0008333333333333334,0.7291666666666666,0.5179166666666667,1.43625,0.7714331302581958,0.22856686974180457,2.4223962866260518,0.38208333333333333,68.43083333333334,0.20625,230.0,-0.00866783345118165,733.6702285766602,7.400684726238251,0.00023681412785663268,0.0,101.83086166381835,0.002546072006225586,5.244096994400024
4,0.8756694444444444,0.008333333333333333,0.0020833333333333333,0.7,0.47541666666666665,1.31125,0.7575278042580238,0.2424721957419764,2.3339688592310135,0.3620833333333333,53.54875,0.10375,134.0,-0.004324204148724675,580.0116401672364,6.8549115538597105,0.0002534500610636314,0.0,101.70998725891113,0.014833390712738037,6.410206079483032
5,0.8886833333333332,0.009583333333333333,0.00375,0.6916666666666667,0.47125,1.2970833333333334,0.772515258592997,0.22748474140700295,2.429489238676518,0.3491666666666667,51.90291666666667,0.08208333333333333,135.0,0.015900819399394094,588.1057807922364,7.000586569309235,0.00010428183595649898,0.0,111.02414131164551,0.019224166870117188,7.592651844024658
6,0.9173152777777777,0.006666666666666667,0.0025,0.6875,0.48875,1.34125,0.7635570052811435,0.23644299471885685,2.3684374029201614,0.34875,56.170833333333334,0.18083333333333335,182.0,-0.003678208275232464,600.796711730957,7.044208896160126,-0.00021183652279432863,0.0,120.79768657684326,0.001002967357635498,8.778534173965454
7,0.9305930555555557,0.004166666666666667,0.0016666666666666668,0.7083333333333334,0.49541666666666667,1.3666666666666667,0.7658810975609756,0.23411890243902428,2.391158536585366,0.3829166666666667,65.74666666666667,0.17791666666666667,170.0,0.005916389171034098,606.5491989135742,7.070562958717346,-3.83317303203512e-05,0.0,125.52534675598145,0.00042498111724853516,9.949373483657837
8,0.9020597222222223,0.0075,0.0025,0.675,0.4716666666666667,1.305,0.7776532567049802,0.22234674329501916,2.4655172413793105,0.35625,54.83208333333334,0.16125,205.0,0.0003232802962884307,580.3296180725098,6.881547772884369,-6.216485016921069e-05,0.0,123.89811820983887,0.0008951425552368164,11.1140296459198
9,0.8789333333333336,0.016666666666666666,0.005833333333333334,0.7125,0.47541666666666665,1.3141666666666667,0.7653582752060862,0.2346417247939125,2.381737476220672,0.34458333333333335,53.903333333333336,0.11125,145.0,-0.0006954175420105458,527.37310256958,7.053701043128967,1.5444900782313198e-06,0.0,120.51086559295655,0.000731050968170166,12.277849197387695
10,0.879419444444445,0.004166666666666667,0.0016666666666666668,0.6708333333333333,0.4633333333333333,1.2879166666666666,0.7631640245875124,0.23683597541248785,2.3684891620834683,0.35333333333333333,45.84583333333333,0.07833333333333334,141.0,0.004769361868966371,530.0408325195312,6.861651825904846,0.00039274157024919986,0.0,117.90829505920411,0.03675001859664917,13.452762842178345
11,1.0016388888888887,0.0033333333333333335,0.0016666666666666668,0.75,0.5216666666666666,1.4404166666666667,0.7730980619033846,0.2269019380966158,2.4341914955163437,0.38708333333333333,70.39375,0.28833333333333333,197.0,-0.004896098515018821,677.9825775146485,7.27440699338913,0.000150973040581448,0.0,141.01962242126464,0.00021529197692871094,14.643143892288208
12,0.9883819444444442,0.00375,0.00125,0.7166666666666667,0.5133333333333333,1.4325,0.7671465968586385,0.23285340314136127,2.393542757417103,0.3854166666666667,61.0675,0.16625,182.0,0.00339445824502036,651.5592758178711,7.259992253780365,-0.0001881268177385209,0.0,137.7980640411377,0.00041854381561279297,15.815173864364624
13,0.8676444444444447,0.0175,0.00625,0.6791666666666667,0.4683333333333333,1.2945833333333334,0.7704151915030583,0.2295848084969425,2.4158352108142904,0.3491666666666667,49.74333333333333,0.12666666666666668,178.0,-0.0014474497176706791,498.69614868164064,6.749126660823822,0.00022105226562416647,0.0,117.78653240203857,0.014913558959960938,16.978928089141846
14,0.9682069444444449,0.006666666666666667,0.0016666666666666668,0.7041666666666667,0.5025,1.4041666666666666,0.7728575667655784,0.22714243323442135,2.434718100890208,0.37833333333333335,64.98583333333333,0.22583333333333333,230.0,-0.012868750700727105,629.2205474853515,6.94422755241394,-0.00014095966180320828,0.0,135.9252986907959,0.0002630949020385742,18.123323917388916
15,0.9172611111111115,0.00375,0.0016666666666666668,0.6916666666666667,0.4825,1.3333333333333333,0.7657062499999993,0.23429375,2.3840625,0.3545833333333333,51.91291666666667,0.06125,148.0,-0.01121172234416008,559.4889038085937,6.84066561460495,-2.2539527344633824e-05,0.0,126.66543331146241,0.00021886825561523438,19.287471532821655
16,0.9706944444444455,0.004583333333333333,0.00125,0.7041666666666667,0.50375,1.395,0.7741935483870961,0.22580645161290336,2.4408602150537635,0.37416666666666665,69.61166666666666,0.19541666666666666,228.0,0.004500540718436241,606.433317565918,7.026793074607849,0.00010926054601441137,0.0,134.19512214660645,0.000156402587890625,20.443424940109253
17,0.9527236111111118,0.007916666666666667,0.0020833333333333333,0.7166666666666667,0.5020833333333333,1.3925,0.7692609216038302,0.23073907839617006,2.4087372830640335,0.37333333333333335,66.49458333333334,0.23291666666666666,158.0,-0.009173873974941672,592.8611038208007,7.164257872104645,0.00016268662481024875,0.0,132.45890159606932,9.28044319152832e-05,21.60352659225464
18,0.8981944444444447,0.007083333333333333,0.00375,0.6875,0.47458333333333336,1.3025,0.7731925783749203,0.22680742162507975,2.432181701855406,0.34708333333333335,54.52625,0.10708333333333334,141.0,-0.006434109434485436,532.6665573120117,6.930486679077148,-0.0003708306365297176,0.0,119.67111206054688,0.03519392013549805,22.770636320114136
19,0.8967472222222233,0.009583333333333333,0.002916666666666667,0.6625,0.47291666666666665,1.3066666666666666,0.7730739795918367,0.22692602040816345,2.4333545918367347,0.3458333333333333,49.79833333333333,0.12833333333333333,169.0,-0.0018130689160898328,520.7352142333984,6.667782199382782,-6.960172086110106e-05,0.0,119.62985668182372,0.01073235273361206,23.92066240310669
20,0.9379750000000006,0.00125,0.0004166666666666667,0.675,0.49375,1.3608333333333333,0.7615248009797929,0.23847519902020842,2.355786895284752,0.36291666666666667,58.4125,0.13833333333333334,153.0,-0.0020941901486366985,571.0084808349609,6.970632767677307,-6.493494220194407e-06,0.0,126.2324254989624,0.047177910804748535,25.07929825782776
21,0.9293083333333342,0.006666666666666667,0.002916666666666667,0.6791666666666667,0.48791666666666667,1.3466666666666667,0.7717636138613858,0.22823638613861374,2.421720297029703,0.36375,54.897083333333335,0.15041666666666667,158.0,-0.003451957670040429,565.9720314025878,6.8947772026062015,0.0003395935826119967,0.0,123.40559558868408,0.0487065315246582,26.247172355651855
22,0.9457583333333344,0.008333333333333333,0.0020833333333333333,0.6916666666666667,0.50375,1.3845833333333333,0.7682275052663254,0.23177249473367437,2.3981342160698165,0.37625,64.58166666666666,0.18083333333333335,164.0,0.0039935082662850615,573.877547454834,7.154031312465667,-0.0001125052571296692,0.0,128.2958541870117,0.042175352573394775,27.421309232711792
23,0.990704166666667,0.004166666666666667,0.0016666666666666668,0.7,0.5204166666666666,1.4320833333333334,0.769767238871108,0.23023276112889146,2.40791387838231,0.3875,72.39458333333333,0.28208333333333335,244.0,-0.003233011264819652,609.5233917236328,7.122151112556457,0.0003289085783762857,0.0,134.89005355834962,5.7220458984375e-05,28.598569869995117
24,0.9499416666666677,0.00125,0.0008333333333333334,0.6916666666666667,0.49291666666666667,1.3604166666666666,0.7726983154670746,0.22730168453292507,2.4278713629402757,0.365,67.33125,0.2925,192.0,0.008505219267681241,547.2805786132812,6.884705340862274,-2.692842608666979e-05,0.0,126.23814659118652,9.816884994506836e-05,29.7542781829834
25,0.9937625000000007,0.0033333333333333335,0.00125,0.7208333333333333,0.5175,1.4229166666666666,0.7724831625183021,0.2275168374816985,2.4266471449487557,0.38125,66.34041666666667,0.24958333333333332,179.0,0.009635252179577947,592.9911987304688,7.0661045670509335,-9.929609077516944e-05,0.0,134.14716987609864,8.738040924072266e-05,31.15982699394226
26,0.9533375000000008,0.004583333333333333,0.00125,0.6916666666666667,0.5016666666666667,1.37,0.7770711678832113,0.22292883211678835,2.45985401459854,0.3825,66.69625,0.21,180.0,0.002403421141207218,541.2037384033204,6.9445143103599545,0.0005736288647312903,0.0,126.66175498962403,4.500150680541992e-05,32.32298493385315
27,1.0635833333333329,0.0033333333333333335,0.0016666666666666668,0.7375,0.5483333333333333,1.5208333333333333,0.776876712328767,0.22312328767123313,2.461095890410959,0.40958333333333335,82.11458333333333,0.38166666666666665,205.0,-0.0026891333356616086,693.0140731811523,7.281987595558166,0.000125026582099963,0.0,145.1652561187744,6.139278411865234e-05,33.493937253952026
28,1.000040277777778,0.004166666666666667,0.00125,0.7166666666666667,0.5220833333333333,1.445,0.769155132641292,0.23084486735870813,2.404555940023068,0.385,72.80708333333334,0.24541666666666667,206.0,-0.005059535591863095,596.0190399169921,7.046266543865204,0.00022698454704368488,0.0,134.07906017303466,4.601478576660156e-05,34.65064263343811
29,0.9854777777777789,0.00875,0.002916666666666667,0.7041666666666667,0.52125,1.4329166666666666,0.7734748473393428,0.22652515266065718,2.435300959581274,0.39125,79.51958333333333,0.3475,193.0,-0.002639724942855537,580.4468406677246,7.131660783290863,-0.0006020287721185014,0.0,130.5547882080078,0.00011259317398071289,35.80856227874756
30,1.0285555555555563,0.00625,0.00125,0.7083333333333334,0.5345833333333333,1.48125,0.776849507735584,0.22315049226441622,2.457665260196906,0.4075,81.37875,0.3283333333333333,189.0,0.0033336279448121786,634.6801544189453,7.052711391448975,2.654265517776366e-06,0.0,136.82939376831055,5.906820297241211e-05,36.960100412368774
31,0.9438958333333337,0.0020833333333333333,0.0004166666666666667,0.6708333333333333,0.48625,1.3425,0.774006828057107,0.22599317194289265,2.436374922408442,0.3575,57.19958333333334,0.17833333333333334,174.0,0.005198588757775724,532.8122177124023,6.77526957988739,-3.782602434512228e-05,0.0,118.80097579956055,0.02689540386199951,38.13567519187927
32,1.0045236111111118,0.0,0.0,0.7166666666666667,0.5154166666666666,1.4308333333333334,0.7734973791496794,0.22650262085032055,2.435352358765288,0.3779166666666667,67.37291666666667,0.22583333333333333,236.0,-0.004081756109371781,573.4210845947266,6.964587533473969,0.0008529949351213873,0.0,131.55088119506837,5.6624412536621094e-05,39.32183575630188
33,1.0550083333333338,0.005,0.0025,0.7166666666666667,0.5479166666666667,1.5054166666666666,0.7791364517021869,0.22086354829781354,2.4707998892886796,0.41333333333333333,82.98833333333333,0.38166666666666665,203.0,-0.008708537789061666,666.0257446289063,6.891636562347412,-0.0004894684796454384,0.0,140.440864944458,4.762411117553711e-05,40.49840235710144
34,1.0264708333333339,0.0033333333333333335,0.00125,0.7166666666666667,0.5408333333333334,1.47625,0.772941010443127,0.22705898955687284,2.431555179226644,0.4033333333333333,77.60208333333334,0.27291666666666664,234.0,-0.003890451299957931,602.7181427001954,7.050155353546143,0.00042728051776066425,0.0,134.92212142944337,3.981590270996094e-05,41.68210244178772
35,1.0073527777777782,0.00375,0.0016666666666666668,0.7208333333333333,0.5258333333333334,1.4516666666666667,0.7712342135476469,0.22876578645235368,2.4184845005740527,0.3954166666666667,77.5625,0.34125,179.0,-0.0035503963474184273,572.8620414733887,7.051616704463958,-7.128113502403721e-05,0.0,130.83565616607666,2.014636993408203e-05,42.851706981658936
36,1.0479597222222214,0.00375,0.0004166666666666667,0.7208333333333333,0.5433333333333333,1.4875,0.7829887955182068,0.2170112044817926,2.500280112044818,0.39916666666666667,80.85333333333334,0.3304166666666667,203.0,-0.0019629808608442544,617.192106628418,6.821152007579803,-7.005120714893564e-05,0.0,137.12751693725585,4.708766937255859e-06,44.02957606315613
37,0.9797625000000009,0.009583333333333333,0.0020833333333333333,0.6833333333333333,0.5145833333333333,1.4041666666666666,0.7796528189910975,0.22034718100890205,2.4753709198813056,0.3625,68.03833333333333,0.24541666666666667,174.0,0.004647029913030565,569.1591018676758,6.826578891277313,0.00030315260682982624,0.0,124.05793571472168,0.12599962949752808,45.21377110481262
38,1.0632388888888895,0.0033333333333333335,0.0020833333333333333,0.7166666666666667,0.55,1.5129166666666667,0.7773175433764794,0.2226824566235199,2.459928394381713,0.40791666666666665,86.93083333333334,0.38916666666666666,205.0,0.006855143141001463,637.9701644897461,6.644655334949493,0.000776208691240754,0.0,137.90194149017333,2.7000904083251953e-05,46.4168004989624
39,1.0180166666666666,0.0033333333333333335,0.00125,0.6875,0.52625,1.4470833333333333,0.7779268643823781,0.22207313561762188,2.466455513964872,0.3858333333333333,80.11416666666666,0.3283333333333333,205.0,-0.00016859837342053652,575.2789642333985,6.885473573207856,0.0006016282160999254,0.0,130.29534168243407,1.537799835205078e-05,47.59966731071472
40,1.01371388888889,0.0025,0.0008333333333333334,0.7,0.5220833333333333,1.4379166666666667,0.7844334975369457,0.21556650246305403,2.509417560127499,0.405,70.96125,0.24,194.0,-0.01044629591051489,553.6745704650879,6.906457149982453,0.0006251599932511453,0.0,127.88335952758788,0.05515098571777344,48.767926931381226
41,1.0733555555555552,0.005833333333333334,0.0016666666666666668,0.7125,0.5529166666666666,1.5133333333333334,0.7869548458149779,0.21304515418502218,2.5245044052863435,0.40208333333333335,74.175,0.2941666666666667,202.0,-0.005212164437398315,639.4059829711914,6.735810840129853,0.00031659149390179665,0.0,138.29720935821533,2.6524066925048828e-05,49.91086983680725
42,1.038965277777778,0.0016666666666666668,0.00125,0.6833333333333333,0.5283333333333333,1.45625,0.7852217453505007,0.21477825464949943,2.512160228898426,0.3908333333333333,76.60458333333334,0.30083333333333334,195.0,0.0004310987889766693,593.2948120117187,6.674769878387451,-0.00013556932099163533,0.0,132.14519748687744,2.5033950805664062e-06,51.075194358825684
43,1.0363944444444448,0.0008333333333333334,0.0008333333333333334,0.7208333333333333,0.535,1.4595833333333332,0.785378247216672,0.21462175278332862,2.5138452754781615,0.4066666666666667,71.11208333333333,0.25,198.0,0.0002903781831264496,572.0661750793457,7.076625454425812,-0.0001473782564062276,0.0,130.88101558685304,1.4424324035644531e-05,52.254984617233276
44,1.081670833333334,0.00375,0.0004166666666666667,0.7041666666666667,0.56375,1.5441666666666667,0.7784700485698871,0.22152995143011356,2.467889908256881,0.41583333333333333,85.73041666666667,0.3725,192.0,-0.01542948242276907,641.7461013793945,6.741021072864532,0.000285363649163628,0.0,138.61409454345704,1.996755599975586e-05,53.43201971054077
45,1.0801638888888887,0.005833333333333334,0.0016666666666666668,0.7166666666666667,0.5533333333333333,1.5241666666666667,0.7880153089119737,0.21198469108802626,2.533624931656643,0.4083333333333333,86.36416666666666,0.40875,197.0,0.005259827757254243,638.8211212158203,6.901684272289276,5.9647452508215794e-05,0.0,135.66434726715087,0.018206536769866943,54.609445095062256
46,0.9898430555555552,0.002916666666666667,0.0008333333333333334,0.65,0.5041666666666667,1.3816666666666666,0.7886881785283474,0.2113118214716527,2.53437876960193,0.3625,63.943333333333335,0.2125,211.0,0.012421652278862893,537.123235321045,6.542032611370087,0.00029569978069048374,0.0,120.69319896697998,0.03968167304992676,55.78183126449585
47,1.0063055555555562,0.006666666666666667,0.002916666666666667,0.6833333333333333,0.5233333333333333,1.4295833333333334,0.7849897988924521,0.2150102011075488,2.512678519382104,0.3829166666666667,67.80916666666667,0.2808333333333333,183.0,0.0037647185381501913,534.6658370971679,6.74886417388916,0.0008510152692906559,0.0,124.57696857452393,1.9252300262451172e-05,56.95547103881836
48,1.029847222222222,0.0033333333333333335,0.0008333333333333334,0.6875,0.5258333333333334,1.4441666666666666,0.7886035776110791,0.21139642238892095,2.5375072129255627,0.38166666666666665,65.91458333333334,0.21,169.0,0.012398651297553442,564.7647918701172,6.739824938774109,2.9917926713096677e-05,0.0,125.80795516967774,0.04583477973937988,58.127504110336304
49,1.0325083333333325,0.0033333333333333335,0.0016666666666666668,0.6958333333333333,0.525,1.4508333333333334,0.7869098219414126,0.2130901780585871,2.523836875358989,0.3904166666666667,69.91541666666667,0.2629166666666667,189.0,0.004378941934555769,537.4153701782227,6.686768329143524,-0.00025304885348305107,0.0,126.65677738189697,7.569789886474609e-06,59.29031038284302
50,1.0892041666666663,0.007083333333333333,0.0025,0.725,0.5583333333333333,1.5320833333333332,0.7889828664672284,0.21101713353277116,2.5384824585259724,0.40208333333333335,87.35333333333334,0.40125,222.0,-0.0009727456374093891,625.8822158813476,6.853718638420105,-0.0002903368615079671,0.0,136.72874279022216,1.4722347259521484e-05,60.67161297798157
51,1.112027777777778,0.0004166666666666667,0.0004166666666666667,0.7125,0.5616666666666666,1.5425,0.7921934089681253,0.2078065910318746,2.561858454889249,0.40875,88.13625,0.36,272.0,0.006299091735854745,648.7885513305664,6.79603533744812,0.0010089666213843884,0.0,138.4807243347168,1.8537044525146484e-05,61.84809446334839
