episode,avg_qoe_per_user_slot,stall_ratio,stall_events_per_user_slot,scheduled_ratio,service_rate,chunks_per_user_slot,quality_utility_per_chunk,degradation_per_chunk,avg_quality_level_per_chunk,switch_user_slot_rate,avg_playback_queue,large_Q_exceed_rate,max_playback_queue,policy_loss,value_loss,entropy,approx_kl,clipfrac,grad_norm,explained_variance_preupdate,elapsed_sec
23,0.990704166666667,0.004166666666666667,0.0016666666666666668,0.7,0.5204166666666666,1.4320833333333334,0.769767238871108,0.23023276112889146,2.40791387838231,0.3875,72.39458333333333,0.28208333333333335,244.0,-0.003233011264819652,609.5233917236328,7.122151112556457,0.0003289085783762857,0.0,134.89005355834962,5.7220458984375e-05,28.816845417022705
24,0.9499416666666677,0.00125,0.0008333333333333334,0.6916666666666667,0.49291666666666667,1.3604166666666666,0.7726983154670746,0.22730168453292507,2.4278713629402757,0.365,67.33125,0.2925,192.0,0.008505219267681241,547.2805786132812,6.884705340862274,-2.692842608666979e-05,0.0,126.23814659118652,9.816884994506836e-05,29.958423614501953
25,0.9937625000000007,0.0033333333333333335,0.00125,0.7208333333333333,0.5175,1.4229166666666666,0.7724831625183021,0.2275168374816985,2.4266471449487557,0.38125,66.34041666666667,0.24958333333333332,179.0,0.009635252179577947,592.9911987304688,7.0661045670509335,-9.929609077516944e-05,0.0,134.14716987609864,8.738040924072266e-05,31.318535566329956
26,0.9533375000000008,0.004583333333333333,0.00125,0.6916666666666667,0.5016666666666667,1.37,0.7770711678832113,0.22292883211678835,2.45985401459854,0.3825,66.69625,0.21,180.0,0.002403421141207218,541.2037384033204,6.9445143103599545,0.0005736288647312903,0.0,126.66175498962403,4.500150680541992e-05,32.479305267333984
27,1.0635833333333329,0.0033333333333333335,0.0016666666666666668,0.7375,0.5483333333333333,1.5208333333333333,0.776876712328767,0.22312328767123313,2.461095890410959,0.40958333333333335,82.11458333333333,0.38166666666666665,205.0,-0.0026891333356616086,693.0140731811523,7.281987595558166,0.000125026582099963,0.0,145.1652561187744,6.139278411865234e-05,33.60923147201538
28,1.000040277777778,0.004166666666666667,0.00125,0.7166666666666667,0.5220833333333333,1.445,0.769155132641292,0.23084486735870813,2.404555940023068,0.385,72.80708333333334,0.24541666666666667,206.0,-0.005059535591863095,596.0190399169921,7.046266543865204,0.00022698454704368488,0.0,134.07906017303466,4.601478576660156e-05,34.77261686325073
29,0.9854777777777789,0.00875,0.002916666666666667,0.7041666666666667,0.52125,1.4329166666666666,0.7734748473393428,0.22652515266065718,2.435300959581274,0.39125,79.51958333333333,0.3475,193.0,-0.002639724942855537,580.4468406677246,7.131660783290863,-0.0006020287721185014,0.0,130.5547882080078,0.00011259317398071289,35.944759368896484
30,1.0285555555555563,0.00625,0.00125,0.7083333333333334,0.5345833333333333,1.48125,0.776849507735584,0.22315049226441622,2.457665260196906,0.4075,81.37875,0.3283333333333333,189.0,0.0033336279448121786,634.6801544189453,7.052711391448975,2.654265517776366e-06,0.0,136.82939376831055,5.906820297241211e-05,37.10949373245239
31,0.9438958333333337,0.0020833333333333333,0.0004166666666666667,0.6708333333333333,0.48625,1.3425,0.774006828057107,0.22599317194289265,2.436374922408442,0.3575,57.19958333333334,0.17833333333333334,174.0,0.005198588757775724,532.8122177124023,6.77526957988739,-3.782602434512228e-05,0.0,118.80097579956055,0.02689540386199951,38.26661729812622
32,1.0045236111111118,0.0,0.0,0.7166666666666667,0.5154166666666666,1.4308333333333334,0.7734973791496794,0.22650262085032055,2.435352358765288,0.3779166666666667,67.37291666666667,0.22583333333333333,236.0,-0.004081756109371781,573.4210845947266,6.964587533473969,0.0008529949351213873,0.0,131.55088119506837,5.6624412536621094e-05,39.426315784454346
33,1.0550083333333338,0.005,0.0025,0.7166666666666667,0.5479166666666667,1.5054166666666666,0.7791364517021869,0.22086354829781354,2.4707998892886796,0.41333333333333333,82.98833333333333,0.38166666666666665,203.0,-0.008708537789061666,666.0257446289063,6.891636562347412,-0.0004894684796454384,0.0,140.440864944458,4.762411117553711e-05,40.567578077316284
34,1.0264708333333339,0.0033333333333333335,0.00125,0.7166666666666667,0.5408333333333334,1.47625,0.772941010443127,0.22705898955687284,2.431555179226644,0.4033333333333333,77.60208333333334,0.27291666666666664,234.0,-0.003890451299957931,602.7181427001954,7.050155353546143,0.00042728051776066425,0.0,134.92212142944337,3.981590270996094e-05,41.70984697341919
35,1.0073527777777782,0.00375,0.0016666666666666668,0.7208333333333333,0.5258333333333334,1.4516666666666667,0.7712342135476469,0.22876578645235368,2.4184845005740527,0.3954166666666667,77.5625,0.34125,179.0,-0.0035503963474184273,572.8620414733887,7.051616704463958,-7.128113502403721e-05,0.0,130.83565616607666,2.014636993408203e-05,42.872881174087524
36,1.0479597222222214,0.00375,0.0004166666666666667,0.7208333333333333,0.5433333333333333,1.4875,0.7829887955182068,0.2170112044817926,2.500280112044818,0.39916666666666667,80.85333333333334,0.3304166666666667,203.0,-0.0019629808608442544,617.192106628418,6.821152007579803,-7.005120714893564e-05,0.0,137.12751693725585,4.708766937255859e-06,44.034146308898926
37,0.9797625000000009,0.009583333333333333,0.0020833333333333333,0.6833333333333333,0.5145833333333333,1.4041666666666666,0.7796528189910975,0.22034718100890205,2.4753709198813056,0.3625,68.03833333333333,0.24541666666666667,174.0,0.004647029913030565,569.1591018676758,6.826578891277313,0.00030315260682982624,0.0,124.05793571472168,0.12599962949752808,45.16584801673889
38,1.0632388888888895,0.0033333333333333335,0.0020833333333333333,0.7166666666666667,0.55,1.5129166666666667,0.7773175433764794,0.2226824566235199,2.459928394381713,0.40791666666666665,86.93083333333334,0.38916666666666666,205.0,0.006855143141001463,637.9701644897461,6.644655334949493,0.000776208691240754,0.0,137.90194149017333,2.7000904083251953e-05,46.332409620285034
39,1.0180166666666666,0.0033333333333333335,0.00125,0.6875,0.52625,1.4470833333333333,0.7779268643823781,0.22207313561762188,2.466455513964872,0.3858333333333333,80.11416666666666,0.3283333333333333,205.0,-0.00016859837342053652,575.2789642333985,6.885473573207856,0.0006016282160999254,0.0,130.29534168243407,1.537799835205078e-05,47.49169850349426
40,1.01371388888889,0.0025,0.0008333333333333334,0.7,0.5220833333333333,1.4379166666666667,0.7844334975369457,0.21556650246305403,2.509417560127499,0.405,70.96125,0.24,194.0,-0.01044629591051489,553.6745704650879,6.906457149982453,0.0006251599932511453,0.0,127.88335952758788,0.05515098571777344,48.65908694267273
41,1.0733555555555552,0.005833333333333334,0.0016666666666666668,0.7125,0.5529166666666666,1.5133333333333334,0.7869548458149779,0.21304515418502218,2.5245044052863435,0.40208333333333335,74.175,0.2941666666666667,202.0,-0.005212164437398315,639.4059829711914,6.735810840129853,0.00031659149390179665,0.0,138.29720935821533,2.6524066925048828e-05,49.796021938323975
42,1.038965277777778,0.0016666666666666668,0.00125,0.6833333333333333,0.5283333333333333,1.45625,0.7852217453505007,0.21477825464949943,2.512160228898426,0.3908333333333333,76.60458333333334,0.30083333333333334,195.0,0.0004310987889766693,593.2948120117187,6.674769878387451,-0.00013556932099163533,0.0,132.14519748687744,2.5033950805664062e-06,50.98520636558533
43,1.0363944444444448,0.0008333333333333334,0.0008333333333333334,0.7208333333333333,0.535,1.4595833333333332,0.785378247216672,0.21462175278332862,2.5138452754781615,0.4066666666666667,71.11208333333333,0.25,198.0,0.0002903781831264496,572.0661750793457,7.076625454425812,-0.0001473782564062276,0.0,130.88101558685304,1.4424324035644531e-05,52.15164494514465
44,1.081670833333334,0.00375,0.0004166666666666667,0.7041666666666667,0.56375,1.5441666666666667,0.7784700485698871,0.22152995143011356,2.467889908256881,0.41583333333333333,85.73041666666667,0.3725,192.0,-0.01542948242276907,641.7461013793945,6.741021072864532,0.000285363649163628,0.0,138.61409454345704,1.996755599975586e-05,53.30497479438782
45,1.0801638888888887,0.005833333333333334,0.0016666666666666668,0.7166666666666667,0.5533333333333333,1.5241666666666667,0.7880153089119737,0.21198469108802626,2.533624931656643,0.4083333333333333,86.36416666666666,0.40875,197.0,0.005259827757254243,638.8211212158203,6.901684272289276,5.9647452508215794e-05,0.0,135.66434726715087,0.018206536769866943,54.47252416610718
46,0.9898430555555552,0.002916666666666667,0.0008333333333333334,0.65,0.5041666666666667,1.3816666666666666,0.7886881785283474,0.2113118214716527,2.53437876960193,0.3625,63.943333333333335,0.2125,211.0,0.012421652278862893,537.123235321045,6.542032611370087,0.00029569978069048374,0.0,120.69319896697998,0.03968167304992676,55.634458780288696
47,1.0063055555555562,0.006666666666666667,0.002916666666666667,0.6833333333333333,0.5233333333333333,1.4295833333333334,0.7849897988924521,0.2150102011075488,2.512678519382104,0.3829166666666667,67.80916666666667,0.2808333333333333,183.0,0.0037647185381501913,534.6658370971679,6.74886417388916,0.0008510152692906559,0.0,124.57696857452393,1.9252300262451172e-05,56.81033802032471
48,1.029847222222222,0.0033333333333333335,0.0008333333333333334,0.6875,0.5258333333333334,1.4441666666666666,0.7886035776110791,0.21139642238892095,2.5375072129255627,0.38166666666666665,65.91458333333334,0.21,169.0,0.012398651297553442,564.7647918701172,6.739824938774109,2.9917926713096677e-05,0.0,125.80795516967774,0.04583477973937988,57.957767486572266
49,1.0325083333333325,0.0033333333333333335,0.0016666666666666668,0.6958333333333333,0.525,1.4508333333333334,0.7869098219414126,0.2130901780585871,2.523836875358989,0.3904166666666667,69.91541666666667,0.2629166666666667,189.0,0.004378941934555769,537.4153701782227,6.686768329143524,-0.00025304885348305107,0.0,126.65677738189697,7.569789886474609e-06,59.12340950965881
50,1.0892041666666663,0.007083333333333333,0.0025,0.725,0.5583333333333333,1.5320833333333332,0.7889828664672284,0.21101713353277116,2.5384824585259724,0.40208333333333335,87.35333333333334,0.40125,222.0,-0.0009727456374093891,625.8822158813476,6.853718638420105,-0.0002903368615079671,0.0,136.72874279022216,1.4722347259521484e-05,60.4625198841095
51,1.112027777777778,0.0004166666666666667,0.0004166666666666667,0.7125,0.5616666666666666,1.5425,0.7921934089681253,0.2078065910318746,2.561858454889249,0.40875,88.13625,0.36,272.0,0.006299091735854745,648.7885513305664,6.79603533744812,0.0010089666213843884,0.0,138.4807243347168,1.8537044525146484e-05,61.614691495895386
52,0.9972888888888892,0.01375,0.005,0.6833333333333333,0.5183333333333333,1.4229166666666666,0.7903836017569539,0.2096163982430453,2.5455344070278185,0.38416666666666666,67.33,0.2725,181.0,0.007436348567716777,499.19238433837893,6.615089762210846,-0.00012811642900487641,0.0,119.3944543838501,1.919269561767578e-05,62.75969481468201
53,1.094726388888889,0.00125,0.0004166666666666667,0.7125,0.5533333333333333,1.5233333333333334,0.788842997811816,0.211157002188184,2.538566739606127,0.39875,82.58,0.32625,230.0,-0.006844246620312333,602.6335037231445,6.792767417430878,0.0007003052160143852,0.0,134.61191444396974,1.341104507446289e-05,63.91835069656372
54,1.076269444444444,0.0020833333333333333,0.0008333333333333334,0.6833333333333333,0.5479166666666667,1.4820833333333334,0.7986730390778749,0.20132696092212543,2.599662637053697,0.40958333333333335,77.53625,0.31666666666666665,203.0,0.006548731122165918,627.1363357543945,6.6811300158500675,-0.0002565041057096096,0.0,129.6477674484253,0.05797547101974487,65.06230473518372
55,1.0311069444444438,0.007083333333333333,0.0020833333333333333,0.6583333333333333,0.53125,1.4570833333333333,0.7878152702316276,0.21218472976837308,2.5310265942236203,0.3875,70.15375,0.26875,205.0,-0.007547128404257819,566.3027282714844,6.366209089756012,0.000756265535892453,0.0,124.77981395721436,1.4007091522216797e-05,66.23915505409241
56,1.0894499999999994,0.005833333333333334,0.0016666666666666668,0.7166666666666667,0.5570833333333334,1.5229166666666667,0.7923885088919287,0.207611491108071,2.558686730506156,0.40375,77.99333333333334,0.28958333333333336,227.0,0.004571696161292493,593.848681640625,6.988756465911865,-0.00018044737516902386,0.0,131.36072483062745,0.026706039905548096,67.4128942489624
57,1.1034513888888888,0.0008333333333333334,0.0008333333333333334,0.6875,0.5541666666666667,1.5258333333333334,0.7944975423265974,0.20550245767340242,2.5737302020753687,0.4075,91.3575,0.39,208.0,0.008907725848257542,639.662183380127,6.6845497488975525,-0.00021153779816813768,0.0,132.9537052154541,8.940696716308594e-06,68.57539057731628
58,1.1215486111111104,0.002916666666666667,0.0008333333333333334,0.7166666666666667,0.57,1.5683333333333334,0.7892003188097759,0.21079968119022333,2.5393198724760895,0.42,90.14375,0.3904166666666667,268.0,0.004336691915523261,622.5823760986328,6.780735898017883,0.0004419248827616684,0.0,136.56039981842042,1.0728836059570312e-05,69.73450446128845
59,1.0888180555555558,0.0016666666666666668,0.0004166666666666667,0.6958333333333333,0.5458333333333333,1.5033333333333334,0.7958231707317078,0.2041768292682927,2.582039911308204,0.40125,81.52041666666666,0.3179166666666667,217.0,0.009146939357742667,577.3157485961914,6.790972423553467,0.00031355921819340435,0.0,129.55594139099122,5.7220458984375e-06,70.89360785484314
60,1.1002027777777772,0.002916666666666667,0.0008333333333333334,0.7041666666666667,0.5579166666666666,1.5254166666666666,0.7954984976782298,0.20450150232177,2.5815350996995354,0.41291666666666665,89.83833333333334,0.43916666666666665,221.0,0.0025028945179656147,607.6621536254883,6.7619068145751955,0.00018208680412499235,0.0,131.75052909851075,9.179115295410156e-06,72.07771110534668
61,1.1603638888888896,0.00125,0.0008333333333333334,0.725,0.5725,1.5920833333333333,0.79365087673384,0.20634912326616076,2.56241821512693,0.4075,94.86833333333334,0.4525,236.0,0.0012609551660716534,649.3080932617188,6.7395907759666445,-0.0005216028890572489,0.0,140.38254051208497,6.198883056640625e-06,73.23780035972595
62,1.1555069444444441,0.0,0.0,0.7083333333333334,0.5733333333333334,1.5754166666666667,0.7987437185929643,0.2012562814070351,2.6011637133033587,0.4083333333333333,92.07666666666667,0.4141666666666667,236.0,-0.0014972166158258916,654.3518905639648,6.596104943752289,-0.0006059572314143225,0.0,139.13634490966797,8.58306884765625e-06,74.40728378295898
63,1.0615861111111118,0.00125,0.0008333333333333334,0.65,0.5241666666666667,1.4445833333333333,0.8023190077877127,0.19768099221228735,2.626189789443323,0.37125,77.43958333333333,0.3154166666666667,196.0,0.008111665071919561,591.8893142700196,6.523119699954987,-2.7136603353028477e-05,0.0,121.04287605285644,0.09544193744659424,75.57592821121216
64,1.1580208333333333,0.004166666666666667,0.0016666666666666668,0.725,0.58,1.59,0.7993317610062894,0.20066823899371083,2.604559748427673,0.40625,100.48541666666667,0.50375,244.0,-0.0013422960648313165,656.2089996337891,6.842275989055634,-7.114281906979158e-05,0.0,139.64589500427246,1.1801719665527344e-05,76.7390398979187
65,1.1636666666666668,0.0,0.0,0.7291666666666666,0.5725,1.5654166666666667,0.8097684322597816,0.19023156774021815,2.673143465531009,0.41375,88.92708333333333,0.35125,283.0,-0.0026140608824789524,640.3468048095704,6.746097981929779,0.0006286895106313751,0.0,138.539302444458,3.993511199951172e-06,77.90232443809509
66,1.0927861111111108,0.0016666666666666668,0.0004166666666666667,0.6833333333333333,0.5404166666666667,1.4870833333333333,0.8034519473241803,0.19654805267581954,2.636312692630989,0.37958333333333333,74.16666666666667,0.27125,186.0,-0.012939107790589332,571.164094543457,6.573902332782746,-0.00014895352651365102,0.0,127.28225135803223,0.03795146942138672,79.07955002784729
67,1.139845833333334,0.004583333333333333,0.0016666666666666668,0.6833333333333333,0.5720833333333334,1.56,0.8037206196581193,0.1962793803418803,2.635149572649573,0.41041666666666665,94.28166666666667,0.47125,252.0,0.0028644797392189504,653.7712265014649,6.535265922546387,0.00047107851423788816,0.0,135.6705223083496,1.0251998901367188e-05,80.24280023574829
68,1.0783888888888895,0.005,0.0016666666666666668,0.6916666666666667,0.5333333333333333,1.45875,0.8137103684661517,0.18628963153384745,2.704370179948586,0.3879166666666667,75.8925,0.29125,228.0,-0.006215187057387083,552.6824172973633,6.6268271684646605,-0.00043066097277915104,0.0,125.24471073150634,5.4836273193359375e-06,81.3965516090393
69,1.1057736111111103,0.004583333333333333,0.0016666666666666668,0.7083333333333334,0.5579166666666666,1.5133333333333334,0.8058067180616738,0.19419328193832613,2.6481277533039647,0.40541666666666665,81.91541666666667,0.3695833333333333,246.0,-0.011507847718894482,571.4257034301758,6.769213092327118,-0.00037602977899950927,0.0,128.94127807617187,8.046627044677734e-06,82.58270287513733
70,1.2106361111111112,0.0020833333333333333,0.0008333333333333334,0.725,0.595,1.62625,0.8120317704330009,0.1879682295669998,2.6907507045862156,0.4216666666666667,102.48958333333333,0.4583333333333333,251.0,-0.0034855376463383434,703.859097290039,6.717020797729492,0.00034634265648492146,0.0,144.75091056823732,8.52346420288086e-06,83.73673939704895
71,1.1894180555555551,0.0,0.0,0.7125,0.585,1.6008333333333333,0.8100650702758977,0.18993492972410195,2.678292555960437,0.4216666666666667,99.69875,0.46875,240.0,0.006086166738532484,667.1782165527344,6.715997183322907,0.0009890180683214567,0.0,139.41242866516114,0.09680819511413574,84.89455676078796
72,1.1272625000000003,0.0075,0.0016666666666666668,0.7083333333333334,0.5629166666666666,1.5279166666666666,0.8153613307881105,0.18463866921188982,2.7131169893646034,0.4041666666666667,84.87208333333334,0.41291666666666665,219.0,0.0014604316325858234,602.7917541503906,6.541384387016296,0.00030295108335849364,0.0,131.61517162322997,6.9141387939453125e-06,86.05481123924255
73,1.2023875000000004,0.0,0.0,0.7333333333333333,0.5883333333333334,1.6258333333333332,0.8060558687852377,0.19394413121476173,2.6504356740133264,0.42791666666666667,98.86583333333333,0.495,228.0,-0.004599049704847857,655.8878997802734,6.673498213291168,5.6373843108303845e-05,0.0,140.7198715209961,5.066394805908203e-06,87.23061108589172
74,1.1770666666666667,0.0016666666666666668,0.0008333333333333334,0.7041666666666667,0.5733333333333334,1.57,0.8155414012738854,0.1844585987261147,2.711783439490446,0.40208333333333335,92.25708333333333,0.44625,238.0,0.0037995003629475834,633.9195701599122,6.438972699642181,0.0008611673663835972,0.0,135.58596801757812,3.635883331298828e-06,88.41773891448975
75,1.1594625000000007,0.00375,0.0016666666666666668,0.7166666666666667,0.57125,1.5570833333333334,0.8147471233609846,0.18525287663901502,2.7093925608777094,0.4066666666666667,87.19375,0.34833333333333333,245.0,-0.005261026485823095,600.587353515625,6.539396262168884,0.000305360033235047,0.0,132.5959888458252,3.874301910400391e-06,89.76612496376038
76,1.104347222222223,0.0020833333333333333,0.0008333333333333334,0.6791666666666667,0.5433333333333333,1.4829166666666667,0.8128968811463899,0.1871031188536104,2.69570103961787,0.38333333333333336,77.42541666666666,0.3125,185.0,0.002720326115377247,538.8204643249512,6.365669178962707,0.00037545764571405015,0.0,123.26710758209228,2.5033950805664062e-06,90.9185950756073
77,1.1768541666666659,0.0033333333333333335,0.0016666666666666668,0.7333333333333333,0.57875,1.5816666666666668,0.8112355110642775,0.18876448893572176,2.6825605900948366,0.4058333333333333,93.16041666666666,0.44416666666666665,252.0,-0.011167899332940578,615.0661834716797,6.6177506923675535,0.0007286297186510637,0.0,135.6263032913208,2.6226043701171875e-06,92.08500146865845
78,1.1400499999999996,0.004583333333333333,0.0025,0.6833333333333333,0.5583333333333333,1.5279166666666666,0.8121407144805013,0.18785928551949824,2.6891191709844557,0.37875,86.1925,0.38125,261.0,-0.011850615544244648,596.9968551635742,6.290195572376251,-1.8394659855403005e-05,0.0,128.27629299163817,0.0274505615234375,93.23983120918274
79,1.145226388888889,0.00125,0.0008333333333333334,0.6916666666666667,0.5604166666666667,1.5329166666666667,0.8118265833106828,0.18817341668931778,2.6874150584397936,0.39458333333333334,85.61208333333333,0.3325,310.0,-0.008507741568610071,585.7796051025391,6.477148318290711,0.0004214337561279535,0.0,128.7539258956909,4.351139068603516e-06,94.40894031524658
